web-scraper-order,web-scraper-start-url,property_type,property_type-href,property_name,prices,categories,commission,bedrooms,bathrooms,garage,amenities,address,area
1606976069-3658,https://meqasa.com/houses-for-rent-in-ghana?w=25,Read more,https://meqasa.com/house-for-rent-at-Adjiringanor-Road-046497?y=1128366718,3 bedroom furnished house for rent at Adjiringanor Road,"GH₵ 13,500","House for Rent

House for Rent in Adjiringanor",null,3,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Water reservoir",Adjiringanor,null
1606976137-3661,https://meqasa.com/houses-for-rent-in-ghana?w=25,Read more,https://meqasa.com/apartment-for-rent-at-Adjiringanor-Road-046493?y=1128366718,3 bedroom apartment for rent at Adjiringanor Road,"GH₵ 4,860","Apartment for Rent

Apartment for Rent in Adjiringanor",null,3,2,0,"Air conditioning
Garage",Adjiringanor,null
1606954480-3175,https://meqasa.com/houses-for-rent-in-ghana?w=55,Read more,https://meqasa.com/house-for-rent-at-Cantonments--108043?y=1670909959,3 bedroom furnished house for rent at Cantonments,"GH₵ 27,195","House for Rent

House for Rent in Cantonments",null,3,4,6,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,620 m2
1606972560-3426,https://meqasa.com/houses-for-rent-in-ghana?w=40,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-105163?y=1009363839,2 bedroom furnished apartment for rent at Cantonments,"GH₵ 10,878","Apartment for Rent

Apartment for Rent in Cantonments",null,2,3,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Swimming pool
Security service
Generator
Water reservoir",Cantonments,220 m2
1606975507-3630,https://meqasa.com/houses-for-rent-in-ghana?w=27,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-078745?y=1553953660,2 bedroom furnished apartment for rent at Dzorwulu,GH₵ 972,"Apartment for Rent

Apartment for Rent in Dzorwulu",null,2,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Security service
Generator
Water reservoir",Dzorwulu,null
1606970061-3259,https://meqasa.com/houses-for-rent-in-ghana?w=50,Read more,"https://meqasa.com/apartment-for-rent-at-Cantonments,-Accra,-Ghana-001689?y=519855911","3 bedroom furnished apartment for rent at Cantonments, Accra, Ghana","GH₵ 15,773","Apartment for Rent

Apartment for Rent in Cantonments",null,3,3,0,"Garden
Water reservoir
Air conditioning
Internet
Annexe (Boys' quarters)
Swimming pool
Security service
Generator",Cantonments,200 m2
1606970436-3289,https://meqasa.com/houses-for-rent-in-ghana?w=48,Read more,https://meqasa.com/apartment-for-rent-at-Rimgway-estates-090252?y=1520468040,1 bedroom furnished apartment for rent at Rimgway estates,"GH₵ 7,343","Apartment for Rent

Apartment for Rent in Cantonments",null,1,1,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Rimgway,180 m2
1606970462-3291,https://meqasa.com/houses-for-rent-in-ghana?w=48,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-090213?y=1520468040,1 bedroom furnished apartment for rent at Cantonments,"GH₵ 9,246","Apartment for Rent

Apartment for Rent in Cantonments",null,1,2,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Roof terrace
Swimming pool
Security service
Generator
Water reservoir
Garage",Cantonments,120 m2
1606970053-3258,https://meqasa.com/houses-for-rent-in-ghana?w=50,Read more,"https://meqasa.com/house-for-rent-at-Community-Three,-Accra,-Ghana-001737?y=519855911","4 bedroom house for rent at Community Three, Accra, Ghana","GH₵ 9,790","House for Rent

House for Rent in Community Three",null,4,3,0,Garden,Accra,700 m2
1606971558-3367,https://meqasa.com/houses-for-rent-in-ghana?w=43,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-092438?y=2001422203,3 bedroom furnished apartment for rent at Cantonments,"GH₵ 13,597","Apartment for Rent

Apartment for Rent in Cantonments",null,3,3,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,200 m2
1606975025-3596,https://meqasa.com/houses-for-rent-in-ghana?w=29,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-091299?y=1919159053,2 bedroom furnished apartment for rent at Cantonments,"GH₵ 13,500","Apartment for Rent

Apartment for Rent in Cantonments",null,2,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,100 m2
1606954427-3174,https://meqasa.com/houses-for-rent-in-ghana?w=56,Read more,https://meqasa.com/house-for-rent-at-Trade-Fair-118150?y=1637795588,4 bedroom house for rent at Trade Fair,"GH₵ 6,527","House for Rent

House for Rent in Trade Fair",null,4,3,6,"Air conditioning
Fans
Garden
Garage
Annexe (Boys' quarters)
Security service
Water reservoir",Trade Fair,"7,000 m2"
1606953160-3109,https://meqasa.com/houses-for-rent-in-ghana?w=60,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-108549?y=496379060,1 bedroom apartment for rent at Cantonments,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Cantonments",null,1,2,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Swimming pool
Security service
Generator
Water reservoir",Cantonments,120 m2
1606976940-3702,https://meqasa.com/houses-for-rent-in-ghana?w=22,Read more,https://meqasa.com/house-for-rent-at-Achimota-026338?y=2144374646,3 bedroom house for rent at Achimota,,"House for Rent

House for Rent in Achimota",null,3,3,0,"Air conditioning
Water reservoir",Achimota,null
1606952375-3057,https://meqasa.com/houses-for-rent-in-ghana?w=63,Read more,https://meqasa.com/townhouse-for-rent-at-Cantoment-112550?y=1523923561,4 bedroom townhouse for rent at Cantoment,"GH₵ 25,000","Townhouse for Rent

Townhouse for Rent in null",10.00%,4,5,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantoments,100 m2
1606969800-3236,https://meqasa.com/houses-for-rent-in-ghana?w=51,Read more,https://meqasa.com/apartment-for-rent-at-North-Legon-089951?y=940208363,2 bedroom apartment for rent at North Legon,"GH₵ 4,895","Apartment for Rent

Apartment for Rent in North l",null,2,3,1,"Garden
Garage
Annexe (Boys' quarters)
Security service
Generator
Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Water reservoir",North Legon,200 m2
1606951455-3009,https://meqasa.com/houses-for-rent-in-ghana?w=66,Read more,https://meqasa.com/apartment-for-rent-at-Eastlegon--039500?y=2083288177,2 bedroom furnished apartment for rent at Eastlegon,"GH₵ 16,317","Apartment for Rent

Apartment for Rent in East Legon",10.00%,2,2,4,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Security service
Generator
Water reservoir",East Legon,200 m2
1606952811-3086,https://meqasa.com/houses-for-rent-in-ghana?w=61,Read more,https://meqasa.com/apartment-for-rent-at-Onebed-room-to-let-@Eastlegon--137436?y=856164064,1 bedroom apartment for rent at Onebed room to-let @Eastlegon,"GH₵ 1,300","Apartment for Rent

Apartment for Rent in Eastlegon",10.00%,1,1,1,"Air conditioning
Fans
Security service
Generator
Water reservoir",East Legon,100 m2
1606973562-3495,https://meqasa.com/houses-for-rent-in-ghana?w=35,Read more,https://meqasa.com/house-for-rent-at-East-legon-Melcom-Area-124267?y=342687598,4 bedroom house for rent at East legon Melcom Area,"GH₵ 7,071","House for Rent

House for Rent in East legon Melcom Area",10.00%,4,5,6,"Air conditioning
Cooker
Fans
Microwave
Internet
Garden
Annexe (Boys' quarters)
Roof terrace
Security service
Water reservoir",East Legon,"null

null in East legon Melcom Area"
1606970409-3286,https://meqasa.com/houses-for-rent-in-ghana?w=48,Read more,"https://meqasa.com/house-for-rent-at-East-Legon,-Accra,-Ghana-003102?y=1520468040","5 bedroom house for rent at East Legon, Accra, Ghana","GH₵ 15,229","House for Rent

House for Rent in East Legon",null,5,6,0,"Garden
Water reservoir
Annexe (Boys' quarters)",East Legon,380 m2
1606949774-2958,https://meqasa.com/houses-for-rent-in-ghana?w=70,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-115673?y=1501934175,1 bedroom apartment for rent at Dzorwulu,GH₵ 700,"Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,1,1,0,Air Conditioning,Dzorwulu,null
1606952949-3093,https://meqasa.com/houses-for-rent-in-ghana?w=61,Read more,https://meqasa.com/apartment-for-rent-at-Eastlegon-west-trasacco--143890?y=856164064,1 bedroom furnished apartment for rent at Eastlegon west trasacco,"GH₵ 3,500","Apartment for Rent

Apartment for Rent in Eastlegon west trasacco",10.00%,1,1,1,"Air conditioning
Cooker
Fans
Microwave
Garden
Security service
Generator
Water reservoir",East Legon,100 m2
1606975803-3645,https://meqasa.com/houses-for-rent-in-ghana?w=26,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-077970?y=318653378,3 bedroom furnished apartment for rent at null Residential Area,"GH₵ 13,500","Apartment for Rent

Apartment for Rent in null Area",null,3,3,1,"Air conditioning
Washing machine
Refrigerator
Annexe (Boys' quarters)
Swimming pool
Generator
Water reservoir",null Residential Area,"null

null in null Area"
1606952173-3046,https://meqasa.com/houses-for-rent-in-ghana?w=64,Read more,https://meqasa.com/house-for-rent-at-East-Legon-092839?y=1367860018,3 bedroom house for rent at East Legon,"GH₵ 4,895","House for Rent

House for Rent in Eastlegon",10.00%,3,4,2,"Air conditioning
Cooker
Fans
Security service
Water reservoir",East Legon,100 m2
1606974744-3576,https://meqasa.com/houses-for-rent-in-ghana?w=30,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-096557?y=272599928,3 bedroom furnished apartment for rent at Cantonments,"GH₵ 1,728","Apartment for Rent

Apartment for Rent in Cantonments",null,3,4,0,"Air conditioning
Washing machine
Fans
Refrigerator
Microwave
Swimming pool
Security service
Generator
Water reservoir",Cantonments,null
1606953019-3096,https://meqasa.com/houses-for-rent-in-ghana?w=60,Read more,https://meqasa.com/apartment-for-rent-at-Teshie-115174?y=496379060,2 bedroom apartment for rent at Teshie,"GH₵ 1,500","Apartment for Rent

Apartment for Rent in Teshie",10.00%,2,2,0,Air Conditioning,Teshie,null
1606975070-3599,https://meqasa.com/houses-for-rent-in-ghana?w=29,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-091295?y=1919159053,3 bedroom furnished apartment for rent at null Residential Area,"GH₵ 21,600","Apartment for Rent

Apartment for Rent in null Residential Area",null,3,3,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Garden
Annexe (Boys' quarters)
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606971655-3374,https://meqasa.com/houses-for-rent-in-ghana?w=43,Read more,https://meqasa.com/townhouse-for-rent-at-Cantonments-090440?y=2001422203,4 bedroom townhouse for rent at Cantonments,"GH₵ 10,878","Townhouse for Rent

Townhouse for Rent in Cantonments",null,4,5,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Garden
Garage
Annexe (Boys' quarters)
Security service
Generator
Water reservoir",Cantonments,300 m2
1606969163-3196,https://meqasa.com/houses-for-rent-in-ghana?w=54,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments--148019?y=1242354769,1 bedroom furnished apartment for rent at Cantonments,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Cantonments",null,1,2,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,120 m2
1606952723-3080,https://meqasa.com/houses-for-rent-in-ghana?w=61,Read more,https://meqasa.com/house-for-rent-at-Eastlegon--140338?y=856164064,5 bedroom house for rent at Eastlegon,"GH₵ 5,439","House for Rent

House for Rent in Eastlegon",10.00%,5,5,1,"Air conditioning
Garden
Security service
Water reservoir",Eastlegon,100 m2
1606976465-3676,https://meqasa.com/houses-for-rent-in-ghana?w=24,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-046105?y=916727511,3 bedroom furnished apartment for rent at null Residential,"GH₵ 21,600","Apartment for Rent

Apartment for Rent in null Area",null,3,3,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Security service
Generator
Water reservoir",null Residential,"null

null in null Area"
1606970489-3293,https://meqasa.com/houses-for-rent-in-ghana?w=48,Read more,https://meqasa.com/house-for-rent-at-Trade-Fair-090027?y=1520468040,4 bedroom house for rent at Trade Fair,"GH₵ 8,702","House for Rent

House for Rent in Trade Fair",null,4,5,5,"Air conditioning
Cooker
Fans
Refrigerator
Microwave
Garden
Swimming pool
Water reservoir",Trade Fair,30 m2
1606972699-3433,https://meqasa.com/houses-for-rent-in-ghana?w=39,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-098473?y=1879539577,1 bedroom furnished apartment for rent at null Residential Area,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in null Residential Area",null,1,2,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606977018-3708,https://meqasa.com/houses-for-rent-in-ghana?w=22,Read more,https://meqasa.com/apartment-for-rent-at-Abelenkpe-026252?y=2144374646,2 bedroom apartment for rent at Abelenkpe,,"Apartment for Rent

Apartment for Rent in Abelemkpe",null,2,2,0,"Air conditioning
Security service
Generator
Water reservoir
Cooker
Washing machine
Fans
Refrigerator
Internet
Dstv",Abelenkpe,null
1606974587-3565,https://meqasa.com/houses-for-rent-in-ghana?w=31,Read more,https://meqasa.com/house-for-rent-at-Cantonments-094904?y=1445896748,4 bedroom house for rent at Cantonments,"GH₵ 85,000","House for Rent

House for Rent in Cantonments",8.00%,4,5,0,"Internet
Dstv
Annexe (Boys' quarters)
Swimming pool
Generator
Water reservoir
Air conditioning
Cooker
Refrigerator
Microwave
Garden
Garage",Cantonments,null
1606976774-3692,https://meqasa.com/houses-for-rent-in-ghana?w=23,Read more,https://meqasa.com/house-for-rent-at-Dzorwulu-029564?y=1479687938,5 bedroom house for rent at Dzorwulu,"GH₵ 16,317","House for Rent

House for Rent in Dzorwulu",10.00%,5,4,0,"Air conditioning
Cooker
Washing machine
Internet
Dstv
Garage
Annexe (Boys' quarters)
Security service
Generator
Water reservoir",Dzorwulu,null
1606971088-3339,https://meqasa.com/houses-for-rent-in-ghana?w=45,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-127405?y=443975097,4 bedroom apartment for rent at Cantonments,"GH₵ 27,624","Apartment for Rent

Apartment for Rent in Cantonments",null,4,4,0,"Swimming pool
Security service
Generator
Water reservoir",Cantonments,null
1606976855-3697,https://meqasa.com/houses-for-rent-in-ghana?w=23,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-029515?y=1479687938,3 bedroom apartment for rent at Dzorwulu,"GH₵ 9,246","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,3,3,0,"Air conditioning
Internet
Dstv
Security service
Generator
Water reservoir
Cooker
Washing machine",Dzorwulu,null
1606974767-3578,https://meqasa.com/houses-for-rent-in-ghana?w=30,Read more,https://meqasa.com/apartment-for-rent-at-East-Cantonments-096553?y=272599928,Furnished apartment for rent at East Cantonments,GH₵ 648,"Apartment for Rent

Apartment for Rent in East Cantonments",null,0,,0,"Air conditioning
Washing machine
Refrigerator
Microwave
Swimming pool
Security service
Generator
Water reservoir",East Cantonments,null
1606973614-3499,https://meqasa.com/houses-for-rent-in-ghana?w=35,Read more,https://meqasa.com/house-for-rent-at-Oyarifa-Rd-123840?y=342687598,3 bedroom house for rent at Oyarifa Rd,"GH₵ 4,351","House for Rent

House for Rent in Oyarifa Rd",10.00%,3,4,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Security service
Generator
Water reservoir",Oyarifa Rd,430 m2
1606975980-3653,https://meqasa.com/houses-for-rent-in-ghana?w=25,Read more,https://meqasa.com/house-for-rent-at-Adjiringanor-Road-046968?y=1128366718,4 bedroom house for rent at Adjiringanor Road,"GH₵ 11,880","House for Rent

House for Rent in Adjiringanor",null,4,4,0,"Air conditioning
Annexe (Boys' quarters)
Water reservoir",Adjiringanor Road,null
1606970282-3278,https://meqasa.com/houses-for-rent-in-ghana?w=49,Read more,https://meqasa.com/house-for-rent-at-null-Residential-Area-082470?y=1833610856,5 bedroom house for rent at null Residential Area,"GH₵ 32,633","House for Rent

House for Rent in null Area",10.00%,5,6,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Area"
